0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
23,24
25,26
25,27
28,29
28,30
28,21
28,14
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,41
28,42
28,43
28,44
28,45
28,46
28,22
28,47
28,48
28,49
28,50
28,51
28,52
28,53
28,54
28,55
28,56
28,1
28,57
28,0
28,58
28,59
28,60
28,18
28,61
28,62
28,63
28,8
28,64
28,11
28,19
28,65
28,66
28,67
28,68
28,69
28,70
28,71
28,72
28,73
28,74
28,7
28,75
28,76
28,77
28,78
28,79
28,80
28,15
28,81
82,83
82,2
2,84
2,11
2,59
2,56
2,85
86,87
88,89
88,90
88,26
88,91
92,93
92,94
92,95
92,96
97,24
54,85
54,98
54,19
54,2
54,99
54,35
54,65
54,100
54,58
54,101
54,13
54,102
54,103
54,104
54,61
105,84
105,13
105,72
105,106
105,11
105,2
105,107
105,108
105,38
105,22
105,79
105,15
52,109
52,59
52,44
52,45
52,110
52,111
52,65
52,35
52,2
52,46
52,67
52,82
52,47
52,112
106,21
106,107
106,108
106,43
106,16
106,20
106,56
106,79
106,72
106,103
106,33
106,113
106,83
106,114
115,116
115,117
115,21
115,118
115,2
115,119
115,16
115,20
115,41
115,8
115,120
115,113
115,74
115,121
115,59
51,122
51,58
51,59
51,44
51,65
51,114
51,123
51,30
51,124
51,125
51,126
51,70
51,62
51,8
51,72
51,106
51,111
51,127
51,128
51,37
51,2
51,99
51,129
51,130
51,79
51,41
51,42
51,98
51,19
51,85
131,132
133,35
133,65
133,45
133,58
133,8
133,0
133,16
133,79
133,1
133,41
133,126
133,21
133,37
134,135
134,136
134,137
134,138
134,96
134,139
134,140
134,141
134,88
134,92
134,142
134,94
134,143
134,144
134,145
134,146
147,142
147,88
147,148
147,138
20,50
20,3
20,8
20,33
20,41
20,83
47,78
47,130
47,107
47,80
47,43
47,79
47,56
47,149
47,8
47,32
47,33
47,63
47,72
47,62
47,55
47,36
47,74
47,100
47,106
47,30
47,125
47,108
47,46
47,67
47,150
47,13
47,12
47,58
47,45
22,151
22,59
22,121
22,112
22,30
22,126
22,152
22,14
22,31
22,153
22,84
22,32
22,103
22,8
22,63
22,154
22,36
22,111
22,35
22,107
22,117
22,38
22,41
22,98
22,17
22,122
22,13
22,114
22,65
22,155
22,68
22,108
22,67
22,47
22,6
22,156
22,131
22,50
22,70
22,157
22,115
22,72
22,52
22,75
22,74
22,2
22,129
22,78
22,158
22,159
22,79
22,15
22,16
160,161
160,162
160,163
160,164
160,145
160,165
160,166
160,167
160,168
160,93
160,142
160,138
160,27
160,139
160,137
160,169
160,136
160,135
135,167
135,25
135,170
135,171
135,172
135,173
135,174
135,175
135,176
135,177
135,178
135,147
135,139
135,169
135,179
135,180
135,91
135,165
135,93
135,142
135,181
135,89
135,182
135,94
135,143
135,161
135,183
135,184
135,185
135,186
135,136
135,187
135,148
135,95
135,96
135,140
135,188
135,189
135,141
190,11
190,191
190,103
190,131
104,132
104,125
104,83
192,128
192,75
13,63
13,72
13,31
13,14
13,84
13,193
13,111
13,154
13,117
13,130
13,107
13,2
13,37
13,3
13,85
13,56
13,41
13,98
13,104
13,9
13,29
13,194
13,65
13,114
13,21
13,30
13,195
196,64
196,35
196,31
196,84
196,61
196,42
196,98
196,19
196,43
196,107
196,58
196,197
196,30
196,21
196,112
196,75
196,55
196,70
196,72
196,159
196,149
196,77
196,99
196,78
196,13
196,68
196,67
196,198
196,199
196,69
196,22
196,6
43,67
43,20
43,13
43,65
43,158
43,149
43,56
43,79
43,85
43,16
43,50
43,72
43,30
43,21
43,113
43,29
43,121
43,107
43,37
43,130
43,98
43,40
43,41
43,61
43,14
43,8
43,154
43,11
43,128
43,35
43,36
43,111
143,200
143,172
143,201
42,124
42,125
42,21
42,29
42,58
42,101
42,202
42,83
42,203
42,121
42,37
42,107
42,19
42,98
42,41
42,43
42,61
42,62
42,152
42,33
42,8
42,32
42,11
42,128
42,46
42,68
42,123
42,6
42,22
42,47
42,198
42,20
42,122
42,13
42,44
42,204
42,99
42,78
42,79
42,81
42,0
42,133
42,115
42,7
42,74
205,24
205,206
38,47
38,108
38,99
38,43
38,40
38,56
38,58
38,8
38,84
38,35
38,64
38,151
36,37
36,107
36,30
36,40
36,149
36,16
36,80
36,13
36,207
36,60
128,208
128,1
128,41
128,209
128,123
128,82
128,59
128,53
128,11
128,109
128,111
128,31
128,131
128,33
128,8
210,211
142,27
142,170
142,212
142,175
142,176
142,213
142,89
142,214
32,59
32,72
32,101
32,63
32,9
32,70
32,215
32,79
32,56
32,158
32,21
32,2
216,185
216,88
216,25
216,145
216,217
14,203
14,101
31,107
31,16
31,49
31,84
31,102
31,100
31,218
31,59
31,190
31,114
89,166
89,173
148,184
148,142
148,219
95,142
95,220
140,189
21,20
21,6
21,30
21,221
21,83
21,113
21,16
21,0
21,41
21,79
21,5
21,130
21,222
21,158
21,3
21,37
21,128
21,111
21,64
21,8
21,103
21,207
21,14
112,50
112,31
112,152
112,72
112,55
112,75
112,37
112,1
112,79
112,159
112,0
112,192
112,13
112,65
112,108
112,30
126,99
126,2
126,46
126,158
126,124
126,53
126,45
126,128
126,153
126,61
223,37
223,101
223,56
223,36
224,225
226,24
201,227
201,140
101,53
29,131
228,229
228,230
15,83
15,113
15,12
15,197
15,112
15,30
15,21
15,35
15,36
15,14
15,152
15,103
15,41
15,43
15,37
15,107
15,194
15,122
15,231
15,13
15,46
15,6
15,47
15,75
15,55
15,133
15,49
15,70
15,72
15,115
15,149
15,159
15,79
15,1
15,232
15,16
15,82
15,78
16,194
16,152
16,103
208,11
233,24
144,172
144,135
144,136
144,175
144,234
144,142
144,235
144,182
144,94
144,138
144,147
144,236
170,183
237,26
237,238
237,136
237,172
237,135
237,227
237,27
237,139
237,96
237,160
237,188
237,91
237,167
237,200
237,88
237,182
237,89
237,239
237,162
237,161
237,94
237,164
237,184
237,163
237,145
77,190
77,110
77,65
77,45
77,240
77,44
77,104
77,132
77,20
77,150
77,21
77,221
77,123
77,128
77,111
77,52
77,72
77,8
77,33
77,131
77,70
77,0
77,19
77,41
77,79
77,222
77,158
77,130
146,184
241,139
241,134
241,137
241,160
241,140
241,175
241,26
241,136
241,173
241,135
241,172
241,162
241,25
241,242
241,243
241,184
241,164
241,163
241,145
241,144
241,237
241,165
241,91
241,212
241,167
241,182
241,93
167,94
167,27
167,25
167,189
7,102
100,152
207,152
207,194
244,188
72,59
72,64
72,128
72,31
72,152
72,62
72,33
72,63
72,1
72,40
72,0
72,245
72,119
72,215
72,107
70,114
217,135
217,172
217,171
217,238
217,227
217,177
217,134
217,27
217,139
217,147
217,179
217,160
217,167
217,88
217,239
217,213
217,25
217,246
217,144
217,163
217,241
217,146
217,186
217,185
217,136
217,137
217,187
217,96
217,148
217,140
217,247
217,189
217,141
217,248
217,212
217,200
